match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9639125,train,188,0.6171823557,1.263157895,1.034090909,0.4666666667,0.3442622951,162.4090909,1,0.4468085106,152.6,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433696,train,7258,0.4583525029,1.095238095,1,1.066666667,1,146.2,0.01283316881,2.962962963,186.2,0,25,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9657059,train,251,0.8258929226,0.3333333333,0.04166666667,0.3333333333,0.01234567901,132,1,,,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457468,train,40298,0.6830790788,0.6,0.6551724138,0.6153846154,1.487804878,157.1666667,0.6732026144,0.2432432432,163.3846154,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9866373,train,18570,0.5365266197,0.3,0.8490566038,1.4,1.487804878,,1,0.380952381,165.7333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9680264,train,47508,0.3388589915,0.7307692308,0.7126436782,1.125,3.857142857,137.8,1.301846591,0.3392857143,148.6,1,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9352356,train,20,0.3710966179,0.7941176471,0.9217391304,1.15,1,149.0666667,101,0.511627907,169.7333333,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433598,train,8917,0.4667880286,1.380952381,0.9010989011,0.8666666667,0.7530864198,169.8,0.01234567901,1.653333333,179.4,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9432989,train,10618,0.5054985388,1.3125,1.342857143,0.6,1,148.9666667,1.485436893,0.6,172,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9027381,train,17653,0.6914060349,1.071428571,0.9384615385,0.75,0.7530864198,108.5,1,0.380952381,150.6666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9271765,train,47480,0.2937418013,2.333333333,1.403846154,0.4545454545,1.975609756,129.9333333,0.6732026144,0.875,150.8571429,1,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076815,train,42573,0.663066856,1,1.073170732,0.6,1,112.8846154,1,,,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331097,train,12046,0.7722405036,0.75,0.4838709677,0.125,0.6721311475,127.9,0.01960784314,0.4736842105,168.6666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9290966,train,55,0.3431824109,0.625,1.035294118,2.571428571,1,145.1333333,43.85714286,0.4516129032,173.2666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051055,train,44904,0.3361995354,0.9473684211,0.8169014085,1.777777778,1.975609756,169.4666667,1.161030596,3.017857143,171.0769231,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272437,train,33914,0.6020672019,1.238095238,1.112676056,0.75,0.5061728395,155.9666667,1.17580872,0.0487804878,164.4,1,40,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9489444,train,46752,0.595169436,0.8947368421,1.152380952,1.5,1,151.1,0.02280130293,1,149.5333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9176320,train,48,0.2851145874,5.142857143,4.518518519,3.6,1.975609756,,1,6.15625,163.6,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9388483,train,17744,0.5572563709,2.090909091,1.707317073,0.6428571429,0.3442622951,133.2222222,26,0.75,153.4,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9290609,train,62,0.4328588051,0.7741935484,0.9333333333,1.235294118,0.3442622951,172.8666667,101,0.1894736842,161.3333333,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407614,train,48943,0.5272150613,0.6896551724,0.9339622642,0.8571428571,1,140.2666667,1,,,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9823057,train,237,0.6116614801,1.5,1.419354839,1,0.5061728395,146.5,0.504950495,4.689655172,152.4,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516730,train,30435,0.3808529452,0.5882352941,0.7543859649,1.1875,1,171.7,1,0.3835616438,171.6666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9692472,train,55,0.3110530977,0.7272727273,0.8392857143,3,1,160.3333333,101,0.1294964029,179.9333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9027262,train,17653,0.3514058404,1.130434783,1.012195122,0.9166666667,1,157.8333333,76,1.866666667,162.6,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433878,train,8182,0.5118002052,1.75,1.214285714,0.7777777778,0.7530864198,151.2,0.01071723001,4.140350877,192,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433640,train,8987,0.2586473444,1.666666667,1.402985075,1.714285714,1.487804878,154.6666667,1.183150183,1.644444444,164.5333333,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085089,train,9967,0.5627595641,1.4,1.225352113,0.5294117647,1,137.5555556,0.5599559956,1.338983051,155.5333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272724,train,33956,0.2295508564,1.5,1.367647059,1.3,4.80952381,149.3928571,91,0.3714285714,164.3333333,1,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407719,train,48950,0.736005817,1.041666667,1.316455696,0.619047619,1.490196078,122.75,0.009900990099,1.403508772,140.75,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085299,train,8987,0.3778893588,0.72,0.7450980392,1.428571429,21,158.4230769,2.941747573,,151.4,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9680285,train,47508,0.4802732223,0.347826087,0.552238806,1.555555556,1.980392157,137.1666667,1.72815534,1.977777778,146.6666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457685,train,45072,0.4364038432,1.315789474,1.225352113,1,0.603960396,149.6,0.5756718529,2.238095238,159.6428571,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085117,train,8301,0.6258256498,0.9,0.6705882353,1.5,0.512195122,159.6818182,0.02676399027,0.8,175,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407670,train,48929,0.5639745245,1.45,0.8058252427,0.6,0.3399009901,164.5,1,0.7083333333,125.3333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433647,train,6698,0.6347391601,1,0.9222222222,0.6111111111,1,168.4,42.17647059,1.064516129,181.2,1,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8950822,train,34,0.5422013792,0.935483871,1.010989011,1.818181818,1.24691358,135.9666667,1,4,154.5333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433542,train,6698,0.4937137516,1.181818182,0.967032967,1,0.4059405941,140,101,0.2747252747,165.1333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9484565,train,40578,0.4895537073,0.9,0.75,1.1,1.952380952,170.9,1.693481276,0.7857142857,175.7333333,1,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9249162,train,300,0.6153080499,1,1,1,1,,1,,,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684450,train,12718,0.56559846,1.166666667,1.25,1,0.2592592593,130.4615385,0.009900990099,0.4675324675,131.25,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9027451,train,17982,0.3044453181,1.384615385,1.164705882,0.4285714286,1.24691358,146.4,101,0.9,144.7333333,0,75,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085243,train,10576,0.4823818779,1,0.8493150685,1.2,0.2592592593,163.5714286,0.7171145686,0.5925925926,168.3333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087238,train,62,0.7055969915,0.6785714286,1.045454545,0.5,0.3442622951,158,1,0.6382978723,152.7333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097367,train,23750,0.6005182095,1,1.170212766,0.375,2.463414634,145.4583333,1,1.4125,147,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457454,train,40424,0.6336314952,1.714285714,1.592592593,0.6666666667,1,157,4.80952381,2.863636364,152.5,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433388,train,9876,0.3321768914,2.105263158,2.06779661,1.285714286,0.7530864198,142.9,0.02152641879,3.06918239,170.7333333,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076878,train,47529,0.4327625868,0.8666666667,1.208333333,0.1,0.3399009901,143.5,0.009900990099,0.7692307692,137.3333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9344418,train,23750,0.4216379293,1.1875,1.291666667,0.4285714286,1.327868852,144.0714286,1,4.736842105,143.6923077,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084599,train,9967,0.3528739674,1.3125,1.37037037,1.888888889,2.904761905,150,67.66666667,3,162.9090909,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9327534,train,251,0.4242938027,1.5,1.285714286,1,67.67,134,101,,110.6666667,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051181,train,44904,0.3707985402,1.636363636,0.7428571429,1.272727273,1.655737705,168.625,1.980392157,3.313043478,176.4666667,1,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087259,train,55,0.4864947215,1.038461538,0.8666666667,1.277777778,0.801980198,154.6666667,101,2.5,166.9333333,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128517,train,48334,0.4447061364,0.9666666667,1.041666667,1.5,1.853658537,182,101,0.3461538462,173.25,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085348,train,9876,0.5867799818,0.9677419355,0.9827586207,0.4117647059,0.6721311475,137.1785714,1.492610837,3.529411765,158,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8844331,train,27,0.6922479132,0.6774193548,0.7714285714,0.7894736842,0.2079207921,164.3666667,1,2.625,134.2666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9668539,train,41,0.5211464499,1.380952381,0.858490566,1.727272727,1,152.8571429,1,19.23529412,175.6666667,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457671,train,35790,0.6407287144,0.9615384615,1.0625,1.375,0.603960396,148.6,0.3811881188,2.131782946,167.2666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9094406,train,46731,0.2491379253,0.8055555556,0.9673913043,1.416666667,2.904761905,148.9,84.33333333,2,138.3333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084571,train,9701,0.5198588088,1.705882353,1.125,1.307692308,1,168.4375,0.7524752475,1.345454545,168.6666667,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433206,train,7258,0.2657009152,1.08,1.060240964,2.833333333,3.857142857,163.6,1,4.458333333,165.0666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087119,train,76,0.3994287952,0.9615384615,1.181818182,0.5882352941,2.463414634,152.0555556,1,1.914285714,159.9333333,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9262042,train,36098,0.6067231577,1.15,1.057471264,0.5454545455,1,157.7666667,1.097847358,0.6299212598,155.8,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097325,train,22497,0.3386917211,0.6666666667,0.8529411765,1,0.01234567901,152,0.01960784314,,150,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9097479,train,237,0.6802188836,0.1666666667,0.05,0.5,0.009900990099,138,0.009900990099,,,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087028,train,216,0.5667965267,1.45,0.9339622642,2.125,0.3442622951,159.4375,1,0.8181818182,174.9333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9077018,train,40424,0.4691625704,1,0.9666666667,0.5,1,133.3333333,0.5073891626,0.8076923077,156.125,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9489388,train,46731,0.2769399229,0.6829268293,0.8666666667,1.076923077,1.487804878,150.7,1.980392157,1.568627451,144.6666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516373,train,30414,0.3989771883,0.5348837209,0.7246376812,1.285714286,0.6721311475,150.2777778,1,0.2076923077,170.9333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433164,train,9701,0.3204701928,1.125,1.146067416,0.5,1.975609756,160.625,1.492610837,2.666666667,159.4666667,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084739,train,9876,0.4104324628,0.8846153846,1.13,2.5,1,136.25,41,0.5471698113,164.4545455,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516422,train,30400,0.6469148215,0.962962963,0.6583333333,0.6470588235,1.975609756,154.7333333,1.980392157,0.1131386861,162.75,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9330719,train,15497,0.6816232891,0.2352941176,0.6041666667,1.333333333,1.975609756,175,101,2.545454545,170.8888889,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9702783,train,33949,0.5483778788,0.8064516129,0.691588785,1.444444444,1,152.7857143,1.647249191,0.6,175.9333333,0,40,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084676,train,10366,0.6725056091,0.4285714286,0.7804878049,1,0.3442622951,148,1.737100737,1.037735849,178,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9290903,train,55,0.6114222419,1.045454545,0.9239130435,1.095238095,1.327868852,136.6,1.326797386,0.5196850394,159.8,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9717504,train,48,0.42169308,3.066666667,1.666666667,1,0.603960396,159.6666667,101,3.142076503,177.4,0,80,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684429,train,11591,0.2265120801,2.5,1.314285714,5,1.975609756,130.4615385,101,3.375,146.75,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433059,train,7727,0.6108031115,1.05,0.8518518519,0.9090909091,0.2592592593,148.1333333,0.01408450704,0.2119205298,166.8666667,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9484481,train,40606,0.4724983906,2.333333333,1.862745098,0.8571428571,0.7530864198,,1,0.399323181,166,0,25,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407663,train,48936,0.5173754031,0.6111111111,0.6581196581,1.428571429,0.5073149106,81.5,101,0.4705882353,146.3333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9592463,train,30414,0.4313613756,0.7714285714,0.7519379845,1.2,0.6721311475,158.6923077,51,1.606060606,183.7333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128594,train,48334,0.4101132403,0.88,1.085365854,1.5,81,169,1,,178.4,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9094392,train,46759,0.6186507505,1.074074074,0.9528301887,0.9333333333,1,145.1818182,26,3.380952381,144.5454545,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407649,train,48936,0.4159775914,2.1,1.786666667,0.6842105263,1,141.5333333,1,0.75,171,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8844324,train,27,0.6530722134,0.5757575758,0.7572815534,0.7894736842,0.5061728395,162.3888889,1,1.636363636,138.2,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516352,train,48334,0.4227479092,1.538461538,1.304761905,0.8823529412,1,145.625,1,1.911111111,181.0909091,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684485,train,14454,0.7883942618,0.1363636364,0.1555555556,0.125,0.01639344262,167.5714286,0.01960784314,,125.0833333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085229,train,10366,0.5409816757,1.157894737,1.097560976,1.545454545,1.975609756,168.75,0.603960396,5.166666667,174.4,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433626,train,8056,0.7718306251,0.4375,0.4811320755,0.6,0.04761904762,168.1153846,39.46153846,,182.5333333,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407656,train,48943,0.5978063493,0.9259259259,0.9636363636,0.6923076923,67.67,142.2333333,1,,133,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457559,train,40298,0.2753143115,0.8095238095,1.339285714,1.555555556,2.904761905,152.5,0.009900990099,2.041666667,161.5,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457622,train,35790,0.6864948245,0.7272727273,0.7875,0.875,1,155.6,0.7524752475,0.4711538462,166.0909091,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9076920,train,42573,0.7835409488,0.1578947368,0.2037037037,0.75,0.01960784314,121.0666667,0.009900990099,,202,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085019,train,6698,0.3653023934,0.6666666667,0.8170731707,0.7333333333,3.857142857,166.0833333,0.01185770751,1.484375,162.9333333,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128545,train,30428,0.4540892975,1.222222222,0.8679245283,0.6666666667,1,183.3333333,1,5.076923077,170.5333333,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9702699,train,33956,0.6119957268,1.52173913,1.049382716,0.8333333333,0.5061728395,141.3333333,0.6699669967,0.08910891089,173.4666667,1,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9668553,train,55,0.5252883464,0.88,1.139784946,0.4285714286,1.487804878,160.25,1,0.06026365348,176,1,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9084669,train,6698,0.4504764833,0.7,0.5348837209,1.75,0.6721311475,171.3125,2.623376623,0.975,170,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9331391,train,15623,0.4773799219,2.625,1.428571429,0.2666666667,1.327868852,164.6538462,1,0.1310679612,154.1333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684534,train,12046,0.5482889517,0.9090909091,0.6470588235,1.6,1,130.75,1,0.4,149.9285714,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128461,train,30435,0.4188070985,1,0.9302325581,1.272727273,0.6721311475,168.3333333,1,4.105263158,157.4666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9085369,train,7258,0.3293129595,1.294117647,0.8701298701,1.2,2.463414634,155.5714286,0.01380670611,2.466666667,161.2666667,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9222394,train,27,0.3440511561,0.9285714286,0.9696969697,1.058823529,1,164.0714286,1,0.2142857143,147.4666667,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433493,train,10366,0.3026095459,0.5,1.218390805,1.111111111,1.487804878,164.1,0.01639344262,0.4615384615,177,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272717,train,33921,0.3146828034,1.157894737,0.9101123596,0.8666666667,1,162.0833333,0.4499449945,1.785714286,160.0666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9094252,train,46731,0.6588138651,0.8148148148,1.041666667,0.9411764706,1.487804878,172.8333333,51,6.266666667,152.375,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516821,train,48341,0.7113301463,0.4722222222,0.6984126984,1.866666667,1,185.3333333,67.66666667,1.41,184.0666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9457636,train,40298,0.656309382,0.7272727273,0.8829787234,0.8571428571,0.801980198,158.5,0.690663667,2.807377049,167.5333333,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9657122,train,251,0.2345843024,10,8.4,2,101,118.3333333,84.33333333,,129.3076923,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272661,train,33942,0.3211431325,1.35,1.054794521,1.2,1.487804878,158.7142857,0.6732026144,0.843537415,157.3333333,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516786,train,30393,0.5613343841,0.7391304348,0.7521367521,0.6538461538,0.6721311475,180,1,0.1433121019,184.4666667,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9250373,train,118,0.7118336313,0.6,0.3333333333,1,1.961538462,135,101,10,181,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433591,train,9701,0.5980762906,0.8529411765,1.087912088,1.166666667,1.655737705,152.2857143,65.28571429,0.5300970874,182.6,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8887661,train,33935,0.3717228427,1.318181818,1.035294118,0.4666666667,1.975609756,128.5,1,1.62962963,178.3333333,1,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9262119,train,36112,0.4262099757,0.7058823529,1.121212121,1.142857143,0.3442622951,157.9,34.33333333,0.4285714286,169.2,0,66.67,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9684576,train,13166,0.7724255356,0.1428571429,0.0303030303,1,2.904761905,128.6666667,1,4.625,117.3636364,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9330733,train,14629,0.3032967581,3.5,2,2,1.487804878,153.8333333,1,0.5833333333,139.6666667,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128678,train,30393,0.3460291776,0.8666666667,0.9764705882,0.9473684211,0.6721311475,163.5833333,0.504950495,0.8928571429,156.4,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9407684,train,48929,0.6973714655,1.55,0.8173076923,0.8,1,175.25,1,0.5,136,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9272451,train,33956,0.330224634,1.1,0.8888888889,1.777777778,1,152.5,0.8585572843,2.0625,164.8666667,1,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9516604,train,48341,0.5228045279,0.962962963,1.144329897,1.333333333,0.6721311475,169.5,0.504950495,5.863636364,184.2,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9051244,train,44904,0.5183498713,1.136363636,1.333333333,0.4736842105,0.4059405941,161.7857143,0.504950495,0.1834862385,165.8666667,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9027423,train,17744,0.4250792001,1.285714286,1.120481928,1,0.0243902439,136.5,0.01960784314,,181.0666667,0,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9484642,train,44904,0.4662372805,1.125,1.277777778,1.071428571,0.6721311475,166,1,0.28,173.6,0,60,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433857,train,7727,0.7187125879,0.9047619048,0.6206896552,0.2222222222,0.6721311475,151.6,0.01256732496,1.071428571,154.1333333,0,33.33,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9087182,train,20,0.3142824966,0.6923076923,0.8360655738,1.111111111,1.24691358,163.875,1,0.9505882353,184.5333333,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433619,train,10366,0.5824935479,1.466666667,0.9724770642,1.111111111,0.5061728395,153.7666667,0.6732026144,0.4235294118,166.2666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9433465,train,8056,0.6532909725,0.7333333333,0.7547169811,1.333333333,81,159.1,0.01840490798,,166.2,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9856748,train,216,0.6290463937,0.7941176471,0.8303571429,0.1428571429,1.975609756,145.3076923,47.15384615,0.06834532374,152.9333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9388378,train,18570,0.3578053893,1.5,1.272727273,2,61,155.625,63.5,,163.3333333,0,100,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
8950843,train,34,0.5260102782,0.84375,1.033707865,1.5,1,,1,4.096774194,154.6666667,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9128391,train,30407,0.4874951089,0.9666666667,0.8910891089,0.5333333333,1,164.3333333,1,1.1875,153.5,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9657038,train,251,0.8217670704,0.5833333333,0.5142857143,0.3333333333,0.3209876543,126,0.01315789474,2.839694656,146.75,1,0,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
9489479,train,46766,0.540424511,1.391304348,1.4,1.058823529,2.904761905,160.5333333,51,0.1,144,0,50,xgboost;lgbm;catboost,yes,100;100;100,15;2;10,0.01;0.01;0.01
